"","logFC","logCPM","PValue"
"ENSMMUG00000012348",0.119685535623237,3.00776802760927,0.578387111907843
"ENSMMUG00000014682",0.405878611231476,1.76018138873481,0.260061240914824
"ENSMMUG00000014686",0.104795885275364,5.95121366035261,0.563876716039262
"ENSMMUG00000044043",1.33252107641032,-1.70688621514882,0.0327611488665343
"ENSMMUG00000016329",0.73359395624386,7.48905592677813,1.52173167468614e-06
"ENSMMUG00000012380",1.50387560842581,2.90966739706738,1.14340727888923e-06
"ENSMMUG00000012381",1.05368480596713,2.39680055010793,0.000196722905451475
"ENSMMUG00000048622",0.0648929284280439,-0.902312667527736,0.920689558125033
"ENSMMUG00000012334",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000009347",0.531904859428611,-2.23926884993315,0.476153327863777
"ENSMMUG00000038565",-0.0889752432149817,0.00279930588425926,0.786191389364823
"ENSMMUG00000009350",0.469310993633758,-2.27725274898921,0.473042248653536
"ENSMMUG00000009354",-0.0200414239704657,0.027629495702206,0.959016426781467
"ENSMMUG00000009358",0.358936197203488,-0.264717315897171,0.528914853990837
"ENSMMUG00000027268",0.0262449427289917,-2.41361995520587,1
"ENSMMUG00000047456",0.0360966845904443,0.548583083569869,0.938868981331193
"ENSMMUG00000003785",-0.539158080825192,4.87944743249113,0.00137972393580679
"ENSMMUG00000003786",-0.366528782508462,6.21239921554015,0.036827668440563
"ENSMMUG00000016569",-0.321128069254512,2.7393412881683,0.15026453623595
"ENSMMUG00000044852",0.0989882021368914,-1.268688552872,0.868534034840477
"ENSMMUG00000013591",0.010046132391006,-0.530353031819674,1
"ENSMMUG00000038836",-0.318983063289368,4.69292141343976,0.300155655062596
"ENSMMUG00000032284",-0.192908890517851,4.69195674671671,0.157096469745441
"ENSMMUG00000046915",-0.208659408946123,-1.54425446885392,0.681625157562071
"ENSMMUG00000015173",-0.159204466620783,4.74156561511842,0.339566255287936
"ENSMMUG00000015174",-0.465248205593742,3.12298608553134,0.00331015700328306
"ENSMMUG00000015176",-0.482463659813403,3.12251627201007,0.00940658608527119
"ENSMMUG00000047108",0.242008048709468,-0.114362077070875,0.406110509420424
"ENSMMUG00000041526",-0.333161960256273,-2.30382317558699,0.802492561195716
"ENSMMUG00000045367",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000045226",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000043106",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000048874",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000043645",0.0719534904515206,-2.35557950466681,1
"ENSMMUG00000047588",-0.386349396290578,-2.42739384889175,1
"ENSMMUG00000045003",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000048139",1.46410253256632,-2.3659127108116,0.0902228447791458
"ENSMMUG00000041320",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000045327",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000037694",0.0752200350729345,-2.30356489094383,1
"ENSMMUG00000022888",-0.134089942581153,4.25600142643018,0.458713982500287
"ENSMMUG00000034054",-0.343689935472222,-2.29606887760952,0.707952088540446
"ENSMMUG00000016837",-0.491419461037484,7.50314261096898,0.00716906837499586
"ENSMMUG00000016838",0.535001083952375,2.31114832060693,0.177178181291597
"ENSMMUG00000018347",-0.0938036976368039,8.97361962945789,0.616269241310759
"ENSMMUG00000038166",0.610652830822884,0.0661811706609274,0.0197037692193942
"ENSMMUG00000018350",-0.396985331456739,3.22307388691213,0.0361635048407217
"ENSMMUG00000039017",-0.845854810627082,-2.28050709721242,0.252288528119889
"ENSMMUG00000004094",-0.307983829648624,3.63012682261521,0.121814711435985
"ENSMMUG00000022882",0.336623951463019,-1.09875024401136,0.579702912419266
"ENSMMUG00000023676",0.583077648647281,1.57511417340503,0.0569576920469741
"ENSMMUG00000023677",0.187618027804504,6.89747719096549,0.330951656767394
"ENSMMUG00000023678",0.252779759275413,1.35841661098342,0.279460211731275
"ENSMMUG00000023681",-0.00303958021933796,4.02169518132425,0.986785049350041
"ENSMMUG00000034360",-0.407196267089144,-2.42633876147196,1
"ENSMMUG00000018183",0.532675976761293,0.708635833436251,0.262681278332956
"ENSMMUG00000032281",-0.190644548940818,5.29750495112243,0.263954851391728
"ENSMMUG00000042613",-0.26175887137813,5.76498048744472,0.135640588048479
"ENSMMUG00000018181",-0.046107590846964,-0.0945035251085052,0.924860098933325
"ENSMMUG00000047133",0.0792544876354052,1.12716962059152,0.750375494313541
"ENSMMUG00000002047",-0.301646078132781,3.1269197672357,0.122300786611991
"ENSMMUG00000004686",-0.0841350110775731,4.23532708251567,0.576960253781962
"ENSMMUG00000043877",-0.204169477088885,2.54290028073447,0.242404153960902
"ENSMMUG00000024768",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000038740",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000047278",-0.826353070226102,-2.2152600272706,0.304553050979537
"ENSMMUG00000038004",-0.29959025086315,5.47413332096358,0.0404837887901251
"ENSMMUG00000018562",-0.0400966591559213,3.90951098129017,0.858104156137075
"ENSMMUG00000000625",0.490342747716286,-1.65232067939016,0.468747596440357
"ENSMMUG00000044621",-0.39495749427391,-2.42687026716995,0.999999999999998
"ENSMMUG00000016546",0.99447290345921,-0.082630895312701,0.00657692563695835
"ENSMMUG00000038181",-0.25988173105415,4.61117554808535,0.160865423107297
"ENSMMUG00000025317",-0.128564030914302,-1.82924129928907,0.854344989406522
"ENSMMUG00000042176",-0.0827027036967982,2.25435027722006,0.78136692362137
"ENSMMUG00000025581",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000038448",-0.122381866040892,-2.35162707951198,0.999999999999995
"ENSMMUG00000036290",-0.384594910525531,-2.42754070473581,0.999999999999998
"ENSMMUG00000021398",0.286842117569098,0.935365840055757,0.515158844159726
"ENSMMUG00000043223",-0.619415744874347,-2.09381053858237,0.382794795235709
"ENSMMUG00000021399",-0.427205647575991,7.7394427342947,0.014888455910878
"ENSMMUG00000034048",-0.40039963943629,-2.24375613254373,0.515506352073231
"ENSMMUG00000034494",-0.698710606489248,-2.25777467640289,0.564797030187922
"ENSMMUG00000039896",0.344569320327202,-1.54990780450355,0.457188785426577
"ENSMMUG00000019687",0.965750410015179,5.36263557005009,0.00310887172020775
"ENSMMUG00000038021",-0.00386086528912706,-1.83076106889948,1
"ENSMMUG00000019020",0.68627089124646,-1.92901652053335,0.342779067416283
"ENSMMUG00000016307",0.886842639602936,2.26604821370287,0.249185959093428
"ENSMMUG00000037423",0.409855762441707,-2.42733559797587,1
"ENSMMUG00000026899",-0.327365180201961,-2.33685916283275,0.999999999999993
"ENSMMUG00000016711",-0.560202974728041,5.84165204650036,0.0362638483958528
"ENSMMUG00000002052",-0.26837641742284,3.77121220260677,0.236353108922444
"ENSMMUG00000040019",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000043999",0.128389062720621,3.21656721045021,0.453813450020324
"ENSMMUG00000006224",-0.100052119517598,8.95650245603649,0.447909333883766
"ENSMMUG00000006225",-0.320839228539505,6.49868271622649,0.0644581859775595
"ENSMMUG00000043172",0.584331852655002,-2.25369971216224,0.560484896112612
"ENSMMUG00000048150",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000013292",-0.314493241028754,4.0290941513714,0.0555031318026436
"ENSMMUG00000044807",-0.29101475582827,-1.99566142849477,0.59811980611786
"ENSMMUG00000048389",-1.11131295661175,-2.33857428264568,0.139559098043715
"ENSMMUG00000005863",-0.357035754726885,1.91163135689841,0.0838741783947754
"ENSMMUG00000002219",0.174144995166707,-1.72843802383777,0.720051893612153
"ENSMMUG00000016296",-0.213627006049766,6.01780786653264,0.109273687508063
"ENSMMUG00000025679",-0.282976968651357,-1.44681226174372,0.516729819615037
"ENSMMUG00000040221",-0.208754810884613,4.20192124614414,0.270719429780999
"ENSMMUG00000002171",-1.14507401182205,-2.05998365666569,0.083760319052115
"ENSMMUG00000043518",0.0224516748446189,1.68559538059091,0.946040638405245
"ENSMMUG00000030440",-0.00202638457363791,2.08343774668007,0.994145601302853
"ENSMMUG00000023029",-0.520487663496812,9.29738018631064,0.0273286125123983
"ENSMMUG00000023030",-0.122464336205807,2.74405150067675,0.501924910536974
"ENSMMUG00000032254",-0.11543812270267,2.66343655358209,0.644200484625136
"ENSMMUG00000019979",-0.0618395710744274,4.11043776906733,0.657999119730134
"ENSMMUG00000040077",0.799686953057952,-0.77179689776348,0.0320070986004245
"ENSMMUG00000039778",0.225533685622976,3.80417594416305,0.182993562056841
"ENSMMUG00000019981",0.236629928672076,3.92479261136196,0.170517140224543
"ENSMMUG00000042194",0.0988183678241346,0.626023309139912,0.709565214260778
"ENSMMUG00000039408",-0.291926149530857,-2.39568255583559,1
"ENSMMUG00000021834",-0.951212799363658,3.60042953187758,0.000188990446629513
"ENSMMUG00000027880",0.359004438522732,-2.39824839978636,1
"ENSMMUG00000007456",-0.0843720298609145,6.62737708637425,0.545312596948206
"ENSMMUG00000007459",-0.166357105321864,2.58555921620309,0.486643844525498
"ENSMMUG00000019321",-0.208197099341422,4.0404556694038,0.259191717927574
"ENSMMUG00000019322",-0.176676745084878,5.07546286085271,0.308611082017813
"ENSMMUG00000019325",-0.0468709532552047,6.44137546002546,0.759574629577759
"ENSMMUG00000006187",0.259704706876506,-1.12241093824461,0.536641467948172
"ENSMMUG00000038630",-1.04529573928274,-2.39526086949671,0.334177755986299
"ENSMMUG00000032252",-0.151049089581697,2.34757291287129,0.468800543943504
"ENSMMUG00000033829",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000039979",0.0657464062582891,-2.41133116269543,1
"ENSMMUG00000049196",0.0266719128896033,-2.38184930186923,1
"ENSMMUG00000002261",0.20341161257892,-0.524954268845649,0.637506834809021
"ENSMMUG00000032251",0.162271898432485,3.16931604986731,0.522851165549579
"ENSMMUG00000023668",1.11419126392301,3.4942912526221,2.17250350618797e-05
"ENSMMUG00000023669",-0.132088315005908,3.86268340499645,0.544040649834797
"ENSMMUG00000004677",-0.0340268079022149,3.92477357663733,0.904422980716328
"ENSMMUG00000020063",-0.326351469471621,1.98843422360595,0.127073326238415
"ENSMMUG00000007828",-0.343883974920274,4.1295748990877,0.139560967559891
"ENSMMUG00000007829",-0.102829383133824,5.94525338332711,0.466944536948542
"ENSMMUG00000040069",-0.281773578441317,-2.16265374664256,0.782773819058223
"ENSMMUG00000041699",0.411284008310845,-2.42719396056506,1
"ENSMMUG00000007834",0.0367040334552632,-1.71570571765058,1
"ENSMMUG00000046143",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000031465",-0.617580438486843,-2.21590414379837,0.505413734177064
"ENSMMUG00000045455",0.65338617428418,-0.909903730636095,0.176385236722437
"ENSMMUG00000037413",0.163215603374731,-0.75119612678847,0.777968487582365
"ENSMMUG00000012469",-0.537807608453932,6.03767488103308,0.000488929671650404
"ENSMMUG00000032249",-0.571770172394493,4.74394759544614,0.0555055062953571
"ENSMMUG00000023449",-0.13435815219512,4.93031528511716,0.371398608548532
"ENSMMUG00000040081",0.237708521793576,-0.560961626976213,0.56006251397524
"ENSMMUG00000032248",0.0134818469548935,4.77850038725649,0.941865891302793
"ENSMMUG00000048640",0.0129864201538827,-0.768091882637754,0.964635238364298
"ENSMMUG00000047170",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000008340",2.08725993709882,0.800118313832975,1.94991625765481e-07
"ENSMMUG00000034732",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000040381",-0.203340843430534,-1.98123154378222,0.803865452344797
"ENSMMUG00000021447",0.318131687088354,8.01783004092498,0.18109659497165
"ENSMMUG00000040828",0.434556368945611,-1.1631556058691,0.389662413880385
"ENSMMUG00000036570",0.432179800917833,-1.82861373521913,0.506443809318407
"ENSMMUG00000021449",-0.0704176047073031,6.96217886296043,0.671623946589408
"ENSMMUG00000037284",0.540593549476009,-1.79402247194348,0.320735281071953
"ENSMMUG00000005681",0.669603906622889,5.88068802615209,0.011951732365076
"ENSMMUG00000034016",0.347034280652387,-0.694885007855979,0.493641208147804
"ENSMMUG00000011137",0.794022778385619,-2.18866033628982,0.491078710640021
"ENSMMUG00000038446",0.581213103400437,-2.29205859172551,0.592764343803074
"ENSMMUG00000021870",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000040722",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000046109",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000045175",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000041024",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000037952",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000000146",0.992168341023234,-2.40028097434171,0.257544850532649
"ENSMMUG00000000145",2.68652296364355,-1.57251487841632,0.00259342763712296
"ENSMMUG00000033149",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000046744",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000036792",0.536559443267586,-2.35671527797256,0.698021539084954
"ENSMMUG00000017040",-0.0534062900441813,7.07908519005474,0.696595389472217
"ENSMMUG00000032868",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000023070",-0.0343816057859492,1.20842467141256,0.928971889404147
"ENSMMUG00000043916",1.41217384771447,-2.07670557024539,0.0496680373433013
"ENSMMUG00000006164",1.64656258326184,1.69501179805515,0.00078839061129318
"ENSMMUG00000003987",1.25452105109978,1.86989445067339,0.00153872922518159
"ENSMMUG00000002188",1.0986354164496,-1.1331884014986,0.111416311922472
"ENSMMUG00000018163",-0.0344412862162046,5.14071788535339,0.840261958763687
"ENSMMUG00000032244",-0.244578538467298,3.79116214634673,0.140020528779508
"ENSMMUG00000035614",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000002802",0.405948397624127,-0.255707403006521,0.24259415605905
"ENSMMUG00000019912",-0.305160204961507,5.04353252147146,0.0305945846384054
"ENSMMUG00000016281",0.116486352654622,6.88877373519467,0.397247209904808
"ENSMMUG00000037608",0.453529650238415,1.42073136374202,0.0811136391506401
"ENSMMUG00000045777",0.671801982296184,0.119814878085851,0.142917393402817
"ENSMMUG00000032243",-0.196664573484303,0.793969849751276,0.537548215693079
"ENSMMUG00000008026",-0.030482788178403,9.51174092886076,0.893098969712817
"ENSMMUG00000008031",0.121866929915049,5.2003209977345,0.439913787202868
"ENSMMUG00000001911",1.20836672798009,-2.33717976267739,0.163547173526277
"ENSMMUG00000001910",-1.59292567280489,-2.30305875741936,0.108021430653925
"ENSMMUG00000018235",-0.0790311666109614,-1.74319435034274,0.999999999999999
"ENSMMUG00000018243",-0.26134050216726,-2.39882077165145,1
"ENSMMUG00000018245",1.13464296314523,1.43805394512281,0.0114091976189059
"ENSMMUG00000014410",0.0675605940150459,3.69766430989177,0.736584926458152
"ENSMMUG00000041004",-0.445501028814247,2.04368157495907,0.0150401064806816
"ENSMMUG00000012733",-0.353038901677859,4.56483396390968,0.0204637444490802
"ENSMMUG00000045364",0.056468228274326,6.59666225486679,0.776335997659981
"ENSMMUG00000015898",0.041951447320835,0.467707420526658,0.93805406742534
"ENSMMUG00000019940",-0.193218165691619,5.71286238710241,0.109243769006068
"ENSMMUG00000047409",-0.245269715584147,-0.22873740878603,0.505654597356363
"ENSMMUG00000038806",-0.112176734872126,-1.86543993838431,0.852180364281441
"ENSMMUG00000040574",0.363381946641654,-2.27215739639614,0.812805648156222
"ENSMMUG00000044637",-0.214891912251647,0.0423245394698769,0.405055428387321
"ENSMMUG00000038976",-0.29382016742965,0.826256767317001,0.364221074139575
"ENSMMUG00000038616",0.413228325860197,-0.589100784812128,0.304543450982616
"ENSMMUG00000037524",0.220673837481948,-1.73174663342444,0.814831200963748
"ENSMMUG00000037922",-0.600508443211216,-2.34193292096165,0.543115621695502
"ENSMMUG00000038839",-0.930075458435834,-2.40359014310665,0.503059409624519
"ENSMMUG00000037983",0.429473204416233,-2.42615807487624,1
"ENSMMUG00000037747",0.346100597350934,-2.37282696725059,1
"ENSMMUG00000007315",-0.0966225681878237,5.08257545582684,0.59953634290159
"ENSMMUG00000001420",-0.107781278044079,-0.0960840186129202,0.846293203311557
"ENSMMUG00000001610",-0.0774896574550723,6.62059963572675,0.626625273750119
"ENSMMUG00000001614",-0.313837031120067,5.34539683026163,0.0508561184728463
"ENSMMUG00000001616",-0.583367555173067,5.0532910120725,0.00489755546787068
"ENSMMUG00000048787",0.982796657648272,-2.18196360557889,0.261662846752746
"ENSMMUG00000032238",-0.317802571905393,6.64149976465832,0.329559479333394
"ENSMMUG00000022437",0.028345397006969,-1.15008960229026,0.971098890459089
"ENSMMUG00000047630",-0.246310340904029,6.96074998223315,0.12649378995936
"ENSMMUG00000048915",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000010849",0.688504770219076,4.28142185916389,0.0243462156858321
"ENSMMUG00000010852",-0.433605468437831,-2.42548808690522,1
"ENSMMUG00000009685",0.0206509771448142,1.74387010569172,0.934401200178688
"ENSMMUG00000023517",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000044952",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000046001",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000017444",0.0832995307968598,-2.41245228474914,1
"ENSMMUG00000002981",-0.612466031375964,-2.11020367056775,0.490735595394086
"ENSMMUG00000004751",-0.279777494999359,2.6928378389499,0.121566491174308
"ENSMMUG00000004754",-0.236643474263353,4.31583635731215,0.23776515288577
"ENSMMUG00000006669",0.254818422078829,9.10050320259377,0.133953233905525
"ENSMMUG00000006688",-0.0728401428110298,4.83337561130408,0.6302887592833
"ENSMMUG00000038335",-0.0852931916320065,3.99685989350414,0.586775610043879
"ENSMMUG00000006891",0.706517255475776,-1.48985295612947,0.133741487852648
"ENSMMUG00000006697",-0.52165222113616,2.97162128535256,0.02948774838154
"ENSMMUG00000045621",-0.115653695179537,-2.09486310299748,0.876855792448718
"ENSMMUG00000006892",0.0675600014630581,3.41742402316538,0.752246071568138
"ENSMMUG00000006894",-0.199503195225281,7.79282220407972,0.116624194412065
"ENSMMUG00000032273",0.0759738297742051,-1.31563463069399,0.919033296233441
"ENSMMUG00000041297",-0.650004743770526,-1.56312790702519,0.307261999893879
"ENSMMUG00000039250",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000044405",-0.314851925012573,-2.39654129635361,1
"ENSMMUG00000005855",-0.00839020348943787,4.73169309852785,0.945914834578216
"ENSMMUG00000003234",0.629453651195219,-0.260717397134969,0.0509650018059072
"ENSMMUG00000032231",0.059350101193044,2.80149740714254,0.830436206168987
"ENSMMUG00000048344",0.299234070565462,-0.583487280199495,0.439891413529929
"ENSMMUG00000002492",0.018440955104996,3.5870606242198,0.922553006548181
"ENSMMUG00000040251",0.0504376078889527,-2.35377084236661,1
"ENSMMUG00000023624",-0.389434794409362,-2.42718155776135,0.999999999999999
"ENSMMUG00000010764",-0.174210856702761,3.84656415934331,0.414418411863483
"ENSMMUG00000037766",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000021862",0.0259493416368279,-2.41105127635706,1
"ENSMMUG00000045550",0.0182356631690431,0.165760877412771,0.966533362544349
"ENSMMUG00000048211",0.600030889759358,0.0194065172656819,0.123446788278569
"ENSMMUG00000004136",-0.0493910329901433,-2.23590980651972,1
"ENSMMUG00000038517",0.106233299113797,-2.22401083039098,1
"ENSMMUG00000034096",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000006022",-0.44756308106449,-2.06350055715741,0.593986325062937
"ENSMMUG00000038859",-0.0659922549850102,4.08229697086428,0.674646816241415
"ENSMMUG00000039076",0.983678208042864,-2.39884568875727,0.314632332343894
"ENSMMUG00000043488",-0.0339212248543248,1.72800551045813,0.913873086463255
"ENSMMUG00000008835",-0.349808790312224,5.02210255202585,0.0812562543837996
"ENSMMUG00000044897",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000008836",-0.246593162401549,6.69840946859953,0.0826760544172318
"ENSMMUG00000008837",0.186195455297001,0.810118422680404,0.538510085388746
"ENSMMUG00000008847",0.561543960038124,1.49435156572818,0.123440196775761
"ENSMMUG00000008852",-0.214510096682316,7.20197607670899,0.0833320670922422
"ENSMMUG00000004149",-0.117207043400239,6.48317727859773,0.467762920731889
"ENSMMUG00000036913",-1.26100948663754,-2.23408248478897,0.0901810899222045
"ENSMMUG00000033807",-0.457183208253814,-2.38451788643499,0.680890539555764
"ENSMMUG00000041719",0.437168760144937,-1.25669414732395,0.447302925674869
"ENSMMUG00000010942",0.31725511689105,6.02748749444228,0.113142152565895
"ENSMMUG00000043695",-0.12212071356976,-1.72898794769895,0.852056799854363
"ENSMMUG00000002217",0.719877405619656,-0.342308067788493,0.132448422393115
"ENSMMUG00000033950",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000002218",0.0590427992159534,-1.08186983335134,0.919218495173335
"ENSMMUG00000017344",-0.282193822443737,6.24827974738367,0.0512073469333419
"ENSMMUG00000036376",0.0254804994905531,-2.29398314756467,1
"ENSMMUG00000014826",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000014828",-0.783427831065418,-0.945409836848087,0.0704822000786997
"ENSMMUG00000020035",-0.131608628928658,4.43883783309464,0.869529026413748
"ENSMMUG00000003887",0.724539724517791,-2.33739880692214,0.460186210222908
"ENSMMUG00000046192",-0.469218454642249,-2.39679005430995,0.999999999999996
"ENSMMUG00000026504",-0.452275984565158,-2.42497403091217,0.999999999999997
"ENSMMUG00000022009",-0.025644458196213,7.00878599242297,0.904277403206782
"ENSMMUG00000042519",0.516849817562201,-1.24588188667593,0.504030153274599
"ENSMMUG00000043689",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000046184",1.21485587957662,-2.38439206582638,0.164838736425735
"ENSMMUG00000041214",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000018618",-0.170910455227471,5.68049848884495,0.354816588101975
"ENSMMUG00000020754",-0.159498475359338,-2.17171488320713,1
"ENSMMUG00000043775",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000020756",-0.184245481795894,0.956920015576478,0.691932663679602
"ENSMMUG00000039764",-0.304474894100223,1.3059886320708,0.408893324093575
"ENSMMUG00000023382",-0.762312932491032,0.918648941171952,0.0363871142283425
"ENSMMUG00000045887",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000041852",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000038781",-5.12548240610387e-15,-2.44146047117543,1
"ENSMMUG00000041482",0.406635673866619,-2.42883775817913,1
"ENSMMUG00000038172",0.24299977759533,-2.08005711307249,0.784346559017029
"ENSMMUG00000009773",-0.280904506994285,4.99455371279499,0.0734951075170151
"ENSMMUG00000037910",-0.535663067528038,-2.38298058847591,0.682372225674273
"ENSMMUG00000045584",-0.149449919401201,4.59813164805099,0.464174687840763
"ENSMMUG00000040789",-0.602276256316891,-2.34004226645736,0.542977130447688
"ENSMMUG00000036025",-0.0840558980345635,-2.23269886792396,1
"ENSMMUG00000032222",0.639008452441375,-1.96080072677102,0.446017276840848
"ENSMMUG00000010970",-0.370556748399549,6.14718709506236,0.0593321413208548
